,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Has_Score,Has_Rating,Age,Grouped_Publisher
165,Pokemon Super Mystery Dungeon,3DS,Role-Playing,Nintendo,0.5,0.39,0.34,0.08,1.31,69.0,44.0,88.0,191.0,E,True,True,6.0,Très grand
166,Pokemon Ranger: Guardian Signs,DS,Role-Playing,Nintendo,0.5,0.16,0.58,0.05,1.3,68.0,25.0,83.0,26.0,E,True,True,11.0,Très grand
167,Pokemon Mystery Dungeon: Gates to Infinity,3DS,Role-Playing,Nintendo,0.44,0.29,0.47,0.07,1.27,59.0,46.0,63.0,135.0,E,True,True,9.0,Très grand
168,Pokemon XD: Gale of Darkness,GC,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25,64.0,27.0,82.0,78.0,E,True,True,16.0,Très grand
169,Donkey Kong Country 2,GBA,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23,80.0,22.0,88.0,39.0,E,True,True,17.0,Très grand
170,Mario Power Tennis,GC,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,80.0,43.0,85.0,48.0,E,True,True,17.0,Très grand
171,Golden Sun: The Lost Age,GBA,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22,86.0,29.0,95.0,150.0,E,True,True,19.0,Très grand
172,Pikmin 2,GC,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,90.0,54.0,91.0,140.0,E,True,True,17.0,Très grand
173,Mario vs. Donkey Kong 2: March of the Minis,DS,Puzzle,Nintendo,0.73,0.03,0.36,0.07,1.19,76.0,32.0,79.0,17.0,E,True,True,15.0,Très grand
174,Pok\xc3\xa9Park Wii: Pikachus Adventure,Wii,Adventure,Nintendo,0.53,0.16,0.42,0.06,1.17,62.0,22.0,72.0,36.0,E,True,True,12.0,Très grand
175,Mario vs. Donkey Kong,GBA,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,81.0,43.0,80.0,31.0,E,True,True,17.0,Très grand
176,The Legend of Zelda: Tri Force Heroes,3DS,Action,Nintendo,0.56,0.33,0.18,0.09,1.16,73.0,73.0,75.0,182.0,E,True,True,6.0,Très grand
177,Donkey Konga,GC,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15,76.0,55.0,81.0,22.0,E,True,True,18.0,Très grand
178,Pokemon Rumble Blast,3DS,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,56.0,36.0,71.0,50.0,E10+,True,True,10.0,Très grand
179,LEGO City Undercover,WiiU,Platform,Nintendo,0.49,0.44,0.13,0.08,1.13,80.0,66.0,82.0,283.0,E10+,True,True,8.0,Très grand
180,Fantasy Life,3DS,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,73.0,51.0,86.0,210.0,E10+,True,True,9.0,Très grand
181,Tales of Symphonia,GC,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,86.0,60.0,85.0,181.0,T,True,True,18.0,Très grand
182,Star Fox: Assault,GC,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,67.0,59.0,81.0,106.0,T,True,True,16.0,Très grand
183,Endless Ocean,Wii,Adventure,Nintendo,0.43,0.46,0.09,0.09,1.06,72.0,42.0,81.0,61.0,E,True,True,14.0,Très grand
184,Naruto: Clash of Ninja 2,GC,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74.0,22.0,89.0,39.0,T,True,True,18.0,Très grand
185,F-Zero: Maximum Velocity,GBA,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86.0,19.0,84.0,23.0,E,True,True,20.0,Très grand
186,Super Princess Peach,DS,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75.0,48.0,76.0,33.0,E,True,True,16.0,Très grand
187,Kirby: Planet Robobot,3DS,Action,Nintendo,0.3,0.18,0.5,0.05,1.03,81.0,71.0,87.0,92.0,E,True,True,5.0,Très grand
188,Pokemon Conquest,DS,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80.0,40.0,82.0,90.0,E,True,True,9.0,Très grand
189,Kirby: Mass Attack,DS,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83.0,46.0,86.0,55.0,E,True,True,10.0,Très grand
190,Mario Party Advance,GBA,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,54.0,27.0,54.0,34.0,E,True,True,16.0,Très grand
191,Fire Emblem,GBA,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88.0,31.0,92.0,144.0,E,True,True,18.0,Très grand
192,Mario Tennis Open,3DS,Sports,Nintendo,0.26,0.3,0.35,0.05,0.97,69.0,58.0,69.0,111.0,E,True,True,9.0,Très grand
193,PilotWings Resort,3DS,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,71.0,64.0,73.0,89.0,E,True,True,10.0,Très grand
194,Star Fox 64 3D,3DS,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.95,81.0,65.0,82.0,232.0,E10+,True,True,10.0,Très grand
195,Disney Magical World,3DS,Adventure,Nintendo,0.17,0.2,0.53,0.03,0.93,71.0,27.0,73.0,22.0,E,True,True,8.0,Très grand
196,Wii Play: Motion,Wii,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60.0,34.0,61.0,16.0,E10+,True,True,10.0,Très grand
197,Classic NES Series: The Legend of Zelda,GBA,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,84.0,16.0,86.0,59.0,E,True,True,17.0,Très grand
198,Fire Emblem: The Sacred Stones,GBA,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,85.0,38.0,91.0,132.0,E,True,True,17.0,Très grand
199,Fossil Fighters,DS,Role-Playing,Nintendo,0.83,0.0,0.0,0.06,0.89,70.0,17.0,79.0,15.0,E,True,True,13.0,Très grand
200,Endless Ocean: Blue World,Wii,Simulation,Nintendo,0.46,0.21,0.12,0.06,0.86,76.0,42.0,85.0,26.0,E10+,True,True,12.0,Très grand
201,Wii Fit U,WiiU,Sports,Nintendo,0.35,0.23,0.21,0.05,0.85,72.0,19.0,77.0,72.0,E,True,True,8.0,Très grand
202,The Legendary Starfy,DS,Platform,Nintendo,0.6,0.0,0.2,0.05,0.85,75.0,25.0,84.0,26.0,E,True,True,13.0,Très grand
203,Metroid: Zero Mission,GBA,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84,89.0,50.0,90.0,132.0,E,True,True,17.0,Très grand
204,The Legend of Zelda: Four Swords Adventures,GC,Action,Nintendo,0.63,0.16,0.0,0.02,0.81,86.0,55.0,72.0,74.0,E,True,True,17.0,Très grand
205,Golden Sun: Dark Dawn,DS,Role-Playing,Nintendo,0.52,0.09,0.13,0.05,0.79,79.0,63.0,81.0,87.0,E10+,True,True,11.0,Très grand
206,Donkey Kong Country 3,GBA,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77.0,16.0,84.0,28.0,E,True,True,16.0,Très grand
207,Pokemon Dash,DS,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46.0,28.0,59.0,34.0,E,True,True,17.0,Très grand
208,Metroid Prime Hunters,DS,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85.0,54.0,80.0,188.0,T,True,True,15.0,Très grand
209,Professor Layton and the Azran Legacy,3DS,Puzzle,Nintendo,0.0,0.48,0.25,0.03,0.75,81.0,58.0,79.0,86.0,E10+,True,True,8.0,Très grand
210,PokePark 2: Wonders Beyond,Wii,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,60.0,18.0,70.0,27.0,E,True,True,10.0,Très grand
211,Style Savvy: Trendsetters,3DS,Simulation,Nintendo,0.16,0.03,0.54,0.01,0.74,76.0,5.0,80.0,15.0,E,True,True,9.0,Très grand
212,Sword of Mana,GBA,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74,72.0,31.0,83.0,25.0,E,True,True,18.0,Très grand
213,Classic NES Series: Donkey Kong,GBA,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73,55.0,15.0,48.0,4.0,E,True,True,17.0,Très grand
214,Kirby: Canvas Curse,DS,Platform,Nintendo,0.36,0.0,0.32,0.03,0.72,86.0,48.0,82.0,87.0,E,True,True,16.0,Très grand
215,Advance Wars,GBA,Strategy,Nintendo,0.5,0.19,0.0,0.01,0.7,92.0,28.0,90.0,95.0,E,True,True,20.0,Très grand
216,Classic NES Series: Zelda II: The Adventure of Link,GBA,Adventure,Nintendo,0.37,0.14,0.17,0.01,0.7,73.0,8.0,75.0,40.0,E,True,True,17.0,Très grand
217,Mario Pinball Land,GBA,Misc,Nintendo,0.5,0.18,0.0,0.01,0.69,62.0,35.0,49.0,11.0,E,True,True,17.0,Très grand
218,Kirbys Dream Collection: Special Edition,Wii,Action,Nintendo,0.33,0.0,0.33,0.02,0.68,82.0,6.0,88.0,37.0,E10+,True,True,9.0,Très grand
219,Fossil Fighters: Champions,DS,Role-Playing,Nintendo,0.31,0.0,0.34,0.02,0.67,68.0,8.0,71.0,11.0,E,True,True,11.0,Très grand
220,The Last Story,Wii,Role-Playing,Nintendo,0.3,0.13,0.18,0.04,0.65,80.0,61.0,84.0,179.0,T,True,True,10.0,Très grand
221,Wario: Master of Disguise,DS,Platform,Nintendo,0.28,0.02,0.33,0.03,0.65,60.0,35.0,74.0,19.0,E10+,True,True,14.0,Très grand
222,F-Zero GX,GC,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65,89.0,50.0,86.0,163.0,T,True,True,18.0,Très grand
223,Yoshi Topsy-Turvy,GBA,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,60.0,23.0,66.0,5.0,E,True,True,17.0,Très grand
224,Advance Wars 2: Black Hole Rising,GBA,Strategy,Nintendo,0.47,0.17,0.0,0.01,0.65,89.0,34.0,94.0,97.0,E,True,True,18.0,Très grand
225,Paper Mario: Color Splash,WiiU,Role-Playing,Nintendo,0.29,0.23,0.06,0.05,0.64,76.0,73.0,69.0,226.0,E,True,True,5.0,Très grand
226,Donkey Kong Barrel Blast,Wii,Racing,Nintendo,0.19,0.26,0.11,0.06,0.62,46.0,34.0,68.0,26.0,E,True,True,14.0,Très grand
227,Fire Emblem: Shadow Dragon,DS,Role-Playing,Nintendo,0.29,0.02,0.27,0.03,0.61,81.0,42.0,70.0,106.0,E10+,True,True,13.0,Très grand
228,Metroid Prime: Trilogy,Wii,Shooter,Nintendo,0.42,0.05,0.0,0.14,0.61,91.0,48.0,93.0,318.0,T,True,True,12.0,Très grand
229,Advance Wars: Days of Ruin,DS,Strategy,Nintendo,0.43,0.12,0.0,0.05,0.61,86.0,55.0,87.0,96.0,E10+,True,True,13.0,Très grand
230,Final Fantasy IV Advance,GBA,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61,85.0,30.0,74.0,72.0,E10+,True,True,16.0,Très grand
231,Wave Race: Blue Storm,GC,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6,80.0,21.0,83.0,29.0,E,True,True,20.0,Très grand
232,WarioWare D.I.Y.,DS,Misc,Nintendo,0.17,0.18,0.2,0.04,0.59,82.0,53.0,87.0,39.0,E,True,True,12.0,Très grand
233,Mario Party: Star Rush,3DS,Misc,Nintendo,0.17,0.25,0.11,0.04,0.57,68.0,38.0,66.0,18.0,E,True,True,5.0,Très grand
234,Classic NES Series: Dr. Mario,GBA,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,66.0,10.0,75.0,6.0,E,True,True,17.0,Très grand
235,Tetris Party Deluxe,Wii,Puzzle,Nintendo,0.33,0.16,0.02,0.05,0.56,72.0,19.0,58.0,4.0,E,True,True,11.0,Très grand
236,Kirby and the Rainbow Curse,WiiU,Platform,Nintendo,0.25,0.14,0.13,0.04,0.54,73.0,72.0,80.0,228.0,E,True,True,6.0,Très grand
237,Fire Emblem: Path of Radiance,GC,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,85.0,42.0,89.0,143.0,T,True,True,16.0,Très grand
238,Hotel Dusk: Room 215,DS,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54,78.0,57.0,86.0,103.0,T,True,True,14.0,Très grand
239,Inazuma Eleven,DS,Role-Playing,Nintendo,0.0,0.13,0.38,0.02,0.53,74.0,11.0,85.0,11.0,E,True,True,13.0,Très grand
240,Excite Truck,Wii,Racing,Nintendo,0.39,0.03,0.08,0.04,0.53,72.0,57.0,84.0,83.0,E,True,True,15.0,Très grand
241,Star Fox Command,DS,Shooter,Nintendo,0.38,0.01,0.1,0.04,0.53,76.0,56.0,73.0,56.0,E10+,True,True,15.0,Très grand
242,Mario Tennis: Power Tour,GBA,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52,81.0,21.0,80.0,25.0,E,True,True,16.0,Très grand
243,Naruto Shippuden: Clash of Ninja Revolution 3,Wii,Fighting,Nintendo,0.44,0.03,0.0,0.04,0.51,74.0,23.0,81.0,21.0,T,True,True,12.0,Très grand
244,Bravely Second: End Layer,3DS,Role-Playing,Nintendo,0.19,0.11,0.19,0.03,0.51,81.0,70.0,74.0,108.0,T,True,True,6.0,Très grand
245,Picross DS,DS,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.5,83.0,33.0,87.0,36.0,E,True,True,14.0,Très grand
246,Tactics Ogre: The Knight of Lodis,GBA,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,0.5,88.0,20.0,91.0,26.0,E,True,True,20.0,Très grand
247,Picross 3D,DS,Puzzle,Nintendo,0.28,0.03,0.16,0.02,0.49,83.0,35.0,84.0,33.0,E,True,True,12.0,Très grand
248,Fire Emblem: Radiant Dawn,Wii,Strategy,Nintendo,0.27,0.03,0.17,0.03,0.49,78.0,36.0,87.0,180.0,E10+,True,True,14.0,Très grand
249,Pokemon Art Academy ,3DS,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49,76.0,22.0,77.0,19.0,E,True,True,7.0,Très grand
250,Steel Diver,3DS,Action,Nintendo,0.31,0.1,0.05,0.03,0.49,58.0,55.0,63.0,29.0,E10+,True,True,10.0,Très grand
251,Mario Golf: World Tour,3DS,Sports,Nintendo,0.15,0.13,0.17,0.03,0.48,78.0,73.0,82.0,76.0,E,True,True,7.0,Très grand
252,Mario Tennis Ultra Smash,WiiU,Sports,Nintendo,0.14,0.17,0.14,0.03,0.48,58.0,58.0,53.0,133.0,E,True,True,6.0,Très grand
253,Fortune Street,Wii,Misc,Nintendo,0.25,0.03,0.17,0.02,0.48,68.0,42.0,75.0,24.0,E,True,True,10.0,Très grand
254,Children of Mana,DS,Role-Playing,Nintendo,0.16,0.01,0.29,0.01,0.48,65.0,34.0,59.0,22.0,E10+,True,True,15.0,Très grand
255,Art Academy: Lessons for Everyone,3DS,Action,Nintendo,0.2,0.04,0.21,0.02,0.47,81.0,14.0,76.0,22.0,E,True,True,9.0,Très grand
256,FlingSmash,Wii,Action,Nintendo,0.37,0.01,0.07,0.02,0.47,48.0,26.0,68.0,13.0,E,True,True,11.0,Très grand
257,Dance Dance Revolution: Mario Mix,GC,Misc,Nintendo,0.36,0.09,0.0,0.01,0.47,69.0,28.0,84.0,19.0,E,True,True,16.0,Très grand
258,Mario Golf: Advance Tour,GBA,Sports,Nintendo,0.32,0.12,0.0,0.01,0.45,84.0,38.0,86.0,14.0,E,True,True,17.0,Très grand
259,Wario World,GC,Platform,Nintendo,0.34,0.09,0.0,0.01,0.44,71.0,30.0,72.0,44.0,E,True,True,18.0,Très grand
260,Samurai Warriors 3,Wii,Action,Nintendo,0.09,0.02,0.32,0.01,0.44,55.0,26.0,72.0,22.0,T,True,True,12.0,Très grand
261,Eternal Darkness: Sanitys Requiem,GC,Adventure,Nintendo,0.34,0.09,0.0,0.01,0.44,92.0,41.0,87.0,175.0,M,True,True,19.0,Très grand
262,Classic NES Series: Metroid,GBA,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,58.0,9.0,86.0,18.0,E,True,True,17.0,Très grand
263,Animal Crossing: Amiibo Festival,WiiU,Misc,Nintendo,0.2,0.11,0.09,0.03,0.43,46.0,20.0,43.0,174.0,E,True,True,6.0,Très grand
264,Story of Seasons,3DS,Simulation,Nintendo,0.0,0.15,0.27,0.01,0.43,76.0,39.0,82.0,54.0,E10+,True,True,7.0,Très grand
265,Battalion Wars,GC,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,76.0,43.0,88.0,18.0,T,True,True,16.0,Très grand
266,Donkey Konga 2,GC,Misc,Nintendo,0.3,0.08,0.0,0.01,0.39,69.0,30.0,60.0,9.0,T,True,True,17.0,Très grand
267,Advance Wars: Dual Strike,DS,Strategy,Nintendo,0.3,0.02,0.04,0.03,0.39,90.0,49.0,90.0,163.0,E,True,True,16.0,Très grand
268,Pokemon Channel,GC,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38,55.0,21.0,57.0,23.0,E,True,True,18.0,Très grand
269,Wii Sports Clu,WiiU,Sports,Nintendo,0.17,0.14,0.04,0.03,0.38,68.0,21.0,70.0,106.0,E10+,True,True,7.0,Très grand
270,Custom Robo,GC,Role-Playing,Nintendo,0.29,0.07,0.0,0.01,0.37,65.0,31.0,81.0,27.0,T,True,True,17.0,Très grand
271,Pac-Man World 2,GC,Action,Nintendo,0.28,0.07,0.0,0.01,0.37,74.0,18.0,83.0,19.0,E,True,True,19.0,Très grand
272,Fossil Fighters: Frontier,3DS,Role-Playing,Nintendo,0.09,0.04,0.23,0.01,0.37,57.0,25.0,48.0,19.0,E10+,True,True,7.0,Très grand
273,Elite Beat Agents,DS,Misc,Nintendo,0.3,0.03,0.0,0.03,0.36,87.0,51.0,86.0,104.0,E10+,True,True,15.0,Très grand
274,Hamtaro: Ham-Ham Heartbreak,GBA,Action,Nintendo,0.26,0.1,0.0,0.01,0.36,72.0,7.0,88.0,19.0,E,True,True,19.0,Très grand
275,Trauma Center: Under the Knife,DS,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,81.0,45.0,87.0,45.0,T,True,True,16.0,Très grand
276,Battalion Wars 2,Wii,Strategy,Nintendo,0.22,0.02,0.08,0.02,0.34,75.0,38.0,76.0,45.0,T,True,True,14.0,Très grand
277,Trauma Center: Second Opinion,Wii,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34,80.0,49.0,80.0,47.0,T,True,True,15.0,Très grand
278,Mystery Case Files: The Malgrave Incident,Wii,Adventure,Nintendo,0.17,0.14,0.0,0.03,0.34,65.0,26.0,82.0,5.0,E,True,True,10.0,Très grand
279,Classic NES Series: Castlevania,GBA,Platform,Nintendo,0.17,0.06,0.09,0.01,0.33,74.0,10.0,86.0,12.0,E,True,True,17.0,Très grand
280,Planet Puzzle League,DS,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33,86.0,25.0,82.0,15.0,E,True,True,14.0,Très grand
281,Etrian Odyssey,DS,Role-Playing,Nintendo,0.19,0.02,0.09,0.02,0.33,75.0,30.0,85.0,37.0,T,True,True,14.0,Très grand
282,Dr. Mario / Puzzle League,GBA,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33,74.0,14.0,93.0,4.0,E,True,True,16.0,Très grand
283,Pandoras Tower,Wii,Role-Playing,Nintendo,0.11,0.1,0.08,0.02,0.31,73.0,48.0,80.0,99.0,T,True,True,10.0,Très grand
284,Glory of Heracles,DS,Role-Playing,Nintendo,0.19,0.0,0.08,0.01,0.29,69.0,23.0,73.0,18.0,E10+,True,True,13.0,Très grand
285,Trace Memory,DS,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.29,70.0,51.0,81.0,42.0,T,True,True,16.0,Très grand
286,Trauma Center: New Blood,Wii,Simulation,Nintendo,0.22,0.04,0.01,0.02,0.29,77.0,43.0,80.0,20.0,T,True,True,14.0,Très grand
287,NES Remix,WiiU,Action,Nintendo,0.18,0.0,0.09,0.02,0.29,71.0,34.0,71.0,133.0,E,True,True,7.0,Très grand
288,Tales of Phantasia,GBA,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29,76.0,29.0,80.0,25.0,E10+,True,True,18.0,Très grand
289,Final Fantasy VI Advance,GBA,Role-Playing,Nintendo,0.0,0.0,0.28,0.01,0.28,92.0,25.0,84.0,193.0,E10+,True,True,15.0,Très grand
290,Sing Party,WiiU,Misc,Nintendo,0.13,0.12,0.0,0.02,0.28,60.0,21.0,54.0,18.0,E10+,True,True,9.0,Très grand
291,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27,80.0,48.0,90.0,60.0,T,True,True,18.0,Très grand
292,Americas Test Kitchen: Lets Get Cooking,DS,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,4.0,56.0,9.0,E,True,True,11.0,Très grand
293,ExciteBots: Trick Racing,Wii,Racing,Nintendo,0.24,0.0,0.0,0.02,0.26,77.0,29.0,86.0,26.0,E,True,True,12.0,Très grand
294,Final Fantasy V Advance,GBA,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83.0,25.0,73.0,77.0,E,True,True,15.0,Très grand
295,Metroid Prime Pinball,DS,Misc,Nintendo,0.21,0.0,0.02,0.02,0.26,79.0,51.0,79.0,32.0,E,True,True,16.0,Très grand
296,Polarium,DS,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26,73.0,34.0,84.0,17.0,E,True,True,17.0,Très grand
297,NBA Courtside 2002,GC,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25,71.0,18.0,74.0,7.0,E,True,True,19.0,Très grand
298,DK: King of Swing,GBA,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24,70.0,30.0,50.0,6.0,E,True,True,16.0,Très grand
299,Meteos,DS,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88.0,49.0,75.0,164.0,E,True,True,16.0,Très grand
300,Spirit Camera: The Cursed Memoir,3DS,Adventure,Nintendo,0.13,0.02,0.06,0.01,0.23,54.0,35.0,61.0,28.0,T,True,True,9.0,Très grand
301,Hamtaro: Ham-Ham Games,GBA,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22,77.0,20.0,81.0,7.0,E,True,True,17.0,Très grand
302,Super Swing Golf,Wii,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,72.0,44.0,78.0,15.0,E10+,True,True,15.0,Très grand
303,Code Name: S.T.E.A.M.,3DS,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,69.0,69.0,78.0,126.0,T,True,True,6.0,Très grand
304,Heroes of Ruin,3DS,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21,69.0,53.0,74.0,50.0,T,True,True,9.0,Très grand
305,Tekken 3D: Prime Edition,3DS,Fighting,Nintendo,0.06,0.07,0.05,0.01,0.2,64.0,42.0,59.0,39.0,T,True,True,9.0,Très grand
306,Solatorobo: Red the Hunter,DS,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76.0,40.0,80.0,24.0,E10+,True,True,11.0,Très grand
307,Disney's Magical Mirror Starring Mickey Mouse,GC,Adventure,Nintendo,0.15,0.04,0.0,0.01,0.19,50.0,9.0,89.0,10.0,E,True,True,19.0,Très grand
308,Chibi-Robo! Park Patrol,DS,Adventure,Nintendo,0.0,0.0,0.19,0.0,0.19,78.0,14.0,75.0,13.0,E,True,True,14.0,Très grand
309,Cubivore: Survival of the Fittest,GC,Adventure,Nintendo,0.01,0.0,0.15,0.0,0.17,71.0,12.0,85.0,21.0,E,True,True,19.0,Très grand
310,True Swing Golf,DS,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16,66.0,32.0,77.0,11.0,E,True,True,16.0,Très grand
311,Disney Art Academy,3DS,Action,Nintendo,0.03,0.04,0.09,0.01,0.16,72.0,16.0,68.0,5.0,E,True,True,5.0,Très grand
312,F-Zero: GP Legend,GBA,Racing,Nintendo,0.11,0.04,0.0,0.0,0.16,77.0,31.0,85.0,18.0,E,True,True,18.0,Très grand
313,Custom Robo Arena,DS,Fighting,Nintendo,0.01,0.02,0.12,0.0,0.16,74.0,22.0,83.0,27.0,E10+,True,True,15.0,Très grand
314,Geist,GC,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15,66.0,43.0,85.0,24.0,M,True,True,16.0,Très grand
315,Mr. Driller: Drill Spirits,DS,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,70.0,35.0,89.0,9.0,E,True,True,17.0,Très grand
316,Magnetica,DS,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,68.0,33.0,81.0,11.0,E,True,True,15.0,Très grand
317,Kororinpa: Marble Mania,Wii,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.13,69.0,39.0,87.0,21.0,E,True,True,15.0,Très grand
318,Fatal Frame: Maiden of Black Water,WiiU,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,67.0,58.0,76.0,227.0,M,True,True,7.0,Très grand
319,Odama,GC,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11,62.0,42.0,80.0,17.0,E10+,True,True,15.0,Très grand
320,Pokemon Rumble World,3DS,Action,Nintendo,0.0,0.01,0.08,0.0,0.1,58.0,16.0,63.0,70.0,E10+,True,True,6.0,Très grand
321,Brain Age: Concentration Training,3DS,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09,71.0,11.0,79.0,17.0,E,True,True,9.0,Très grand
322,Metroid Prime: Federation Force,3DS,Action,Nintendo,0.03,0.01,0.02,0.0,0.07,64.0,56.0,50.0,224.0,T,True,True,5.0,Très grand
323,Mario vs. Donkey Kong: Tipping Stars,3DS,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07,70.0,15.0,75.0,48.0,E,True,True,6.0,Très grand
324,Devils Third,WiiU,Action,Nintendo,0.04,0.02,0.0,0.01,0.06,43.0,54.0,65.0,285.0,M,True,True,6.0,Très grand
325,Drill Dozer,GBA,Platform,Nintendo,0.04,0.01,0.0,0.0,0.05,81.0,34.0,83.0,10.0,E,True,True,16.0,Très grand
326,Electroplankton,DS,Misc,Nintendo,0.01,0.0,0.02,0.0,0.03,71.0,49.0,70.0,37.0,E,True,True,16.0,Très grand
327,Fast Racing Neo ,WiiU,Action,Nintendo,0.0,0.01,0.0,0.0,0.01,81.0,46.0,85.0,151.0,E,True,True,5.0,Très grand
328,Mario vs. Donkey Kong: Tipping Stars,WiiU,Puzzle,Nintendo,0.0,0.0,0.01,0.0,0.01,70.0,26.0,74.0,72.0,E,True,True,6.0,Très grand
329,Art Academy: Home Studio,WiiU,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01,82.0,9.0,83.0,20.0,E,True,True,6.0,Très grand
330,Final Fantasy III,DS,Role-Playing,Square Enix,0.89,0.04,1.07,0.09,2.08,77.0,45.0,71.0,137.0,E10+,True,True,15.0,Grand
331,Kingdom Hearts: Birth by Sleep,PSP,Role-Playing,Square Enix,0.63,0.41,0.75,0.26,2.06,82.0,62.0,85.0,210.0,E10+,True,True,11.0,Grand
332,Dragon Quest Monsters: Joker,DS,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75.0,30.0,74.0,27.0,E10+,True,True,15.0,Grand
333,Dragon Quest IV: Chapters of the Chosen,DS,Role-Playing,Square Enix,0.3,0.02,1.27,0.03,1.62,80.0,44.0,79.0,50.0,E10+,True,True,14.0,Grand
334,Kingdom Hearts 3D: Dream Drop Distance,3DS,Action,Square Enix,0.88,0.26,0.34,0.1,1.58,75.0,54.0,82.0,269.0,E10+,True,True,9.0,Grand
335,Dragon Quest V: Hand of the Heavenly Bride,DS,Role-Playing,Square Enix,0.17,0.02,1.36,0.02,1.57,84.0,46.0,85.0,57.0,E10+,True,True,13.0,Grand
